id,project_a,project_b,weight_a,weight_b,size_a,size_b,forks_count_a,forks_count_b,stars_count_a,stars_count_b,open_issues_count_a,open_issues_count_b,subscribers_count_a,subscribers_count_b,watchers_count_a,watchers_count_b,age_days_a,age_days_b,days_since_update_a,days_since_update_b,releases_count_a,releases_count_b,pull_requests_count_a,pull_requests_count_b,contributors_count_a,contributors_count_b,deployments_count_a,deployments_count_b,grade_active_a,grade_active_b,grade_code_a,grade_code_b,grade_compl_a,grade_compl_b,grade_Eth_a,grade_Eth_b,grade_fund_a,grade_fund_b,grade_market_a,grade_market_b,grade_perspect_a,grade_perspect_b,languages_score_a,languages_score_b
137,https://github.com/vyperlang/vyper,https://github.com/ipfs/js-ipfs,0.5238102409,0.4761897591,12410,55948,824,1251,4972,7439,498,0,158,224,4972,7439,3009,3905,1,3,30,30,30,30,30,30,15,30,10,10,65,65,45,70,70,75,1,1,35,20,70,75,50,50
138,https://github.com/vyperlang/vyper,https://github.com/ethereumjs/ethereumjs-monorepo,0.4935990019,0.5064009981,12410,92669,824,782,4972,2631,498,146,158,63,4972,2631,3009,3498,1,2,30,30,30,30,30,30,15,30,10,30,65,75,45,75,70,85,1,1,35,65,70,75,50,50
139,https://github.com/vyperlang/vyper,https://github.com/quic-go/quic-go,0.6871299033,0.3128700967,12410,17101,824,1345,4972,10375,498,193,158,218,4972,10375,3009,3227,1,0,30,30,30,30,30,30,15,0,10,10,65,75,45,35,70,40,1,1,35,1,70,75,50,50
141,https://github.com/vyperlang/vyper,https://github.com/grandinetech/grandine,0.489767206,0.510232794,12410,5584,824,34,4972,186,498,36,158,6,4972,186,3009,1318,1,0,30,6,30,30,30,9,15,0,10,10,65,1,45,1,70,65,1,1,35,1,70,10,50,50
143,https://github.com/wighawag/hardhat-deploy,https://github.com/vyperlang/vyper,0.39418553024,0.60581446976,5446,12410,298,824,1207,4972,171,498,15,158,1207,4972,1784,3009,0,1,0,30,30,30,30,30,0,15,30,10,72,65,25,45,70,70,1,1,1,35,65,70,75,50
144,https://github.com/wighawag/hardhat-deploy,https://github.com/prysmaticlabs/prysm,0.12664522415,0.87335477585,5446,166982,298,1063,1207,3511,171,303,15,128,1207,3511,1784,2582,0,0,0,30,30,30,30,30,0,0,30,75,72,75,25,70,70,85,1,1,1,45,65,75,75,51
146,https://github.com/wighawag/hardhat-deploy,https://github.com/sigp/lighthouse,0.15094902701,0.84905097299,5446,132460,298,800,1207,3056,171,455,15,69,1207,3056,1784,2407,0,0,0,30,30,30,30,30,0,30,30,10,72,75,25,65,70,85,1,1,1,35,65,80,75,50
147,https://github.com/wighawag/hardhat-deploy,https://github.com/ethers-io/ethers.js,0.11700473312,0.88299526688,5446,157522,298,1926,1207,8094,171,570,15,103,1207,8094,1784,3127,0,0,0,30,30,30,30,1,0,30,30,75,72,75,25,60,70,85,1,75,1,75,65,75,75,59
148,https://github.com/wighawag/hardhat-deploy,https://github.com/nomicfoundation/hardhat,0.22218121407,0.77781878593,5446,193759,298,1479,1207,7481,171,534,15,76,1207,7481,1784,2489,0,0,0,30,30,30,30,30,0,30,30,55,72,75,25,75,70,85,1,25,1,25,65,75,75,74
149,https://github.com/wighawag/hardhat-deploy,https://github.com/consensys/teku,0.79611850156,0.20388149844,5446,542992,298,306,1207,692,171,149,15,33,1207,692,1784,2344,0,0,0,30,30,30,30,30,0,30,30,10,72,65,25,70,70,85,1,1,1,1,65,70,75,50
151,https://github.com/wighawag/hardhat-deploy,https://github.com/ethereum/solidity,0.40620769382,0.59379230618,5446,78615,298,5960,1207,23829,171,551,15,733,1207,23829,1784,3460,0,0,0,30,30,30,30,30,0,0,30,85,72,85,25,75,70,85,1,75,1,75,65,75,75,53
152,https://github.com/wighawag/hardhat-deploy,https://github.com/ethereum/remix-project,0.44716418645,0.55283581355,5446,251423,298,1082,1207,2574,171,826,15,68,1207,2574,1784,1784,0,0,0,30,30,30,30,30,0,30,30,10,72,65,25,45,70,75,1,1,1,25,65,75,75,53
154,https://github.com/wighawag/hardhat-deploy,https://github.com/chainsafe/lodestar,0.33179281897,0.66820718103,5446,399293,298,323,1207,1237,171,259,15,33,1207,1237,1784,2420,0,0,0,30,30,30,30,30,0,30,30,30,72,75,25,60,70,70,1,1,1,1,65,70,75,53
155,https://github.com/wighawag/hardhat-deploy,https://github.com/wevm/viem,0.14712989147,0.85287010853,5446,366908,298,966,1207,2727,171,9,15,29,1207,2727,1784,930,0,0,0,30,30,30,30,30,0,30,30,10,72,70,25,15,70,65,1,1,1,1,65,70,75,70
156,https://github.com/wighawag/hardhat-deploy,https://github.com/bluealloy/revm,0.72764967307,0.27235032693,5446,35704,298,616,1207,1748,171,69,15,29,1207,1748,1784,1226,0,0,0,30,30,30,30,30,0,30,30,10,72,35,25,1,70,60,1,1,1,1,65,30,75,75
157,https://github.com/wighawag/hardhat-deploy,https://github.com/openzeppelin/openzeppelin-contracts,0.18186821513,0.81813178487,5446,47771,298,11924,1207,25299,171,277,15,640,1207,25299,1784,3110,0,0,0,30,30,30,30,30,0,30,30,70,72,85,25,75,70,85,1,45,1,75,65,75,75,65
159,https://github.com/wighawag/hardhat-deploy,https://github.com/web3/web3.js,0.23265343415,0.76734656585,5446,137747,298,5027,1207,19570,171,152,15,461,1207,19570,1784,3781,0,0,0,30,30,30,30,30,0,30,30,75,72,66,25,75,70,85,1,30,1,75,65,75,75,49
160,https://github.com/wighawag/hardhat-deploy,https://github.com/ipfs/js-ipfs,0.460175076,0.539824924,5446,55948,298,1251,1207,7439,171,0,15,224,1207,7439,1784,3905,0,3,0,30,30,30,30,30,0,30,30,10,72,65,25,70,70,75,1,1,1,20,65,75,75,50
161,https://github.com/wighawag/hardhat-deploy,https://github.com/supranational/blst,0.60637749435,0.39362250565,5446,2052,298,180,1207,486,171,35,15,18,1207,486,1784,1689,0,7,0,15,30,30,30,22,0,0,30,10,72,70,25,35,70,75,1,1,1,1,65,75,75,52
162,https://github.com/wighawag/hardhat-deploy,https://github.com/status-im/nimbus-eth2,0.3802428089,0.6197571911,5446,63267,298,261,1207,561,171,204,15,36,1207,561,1784,2392,0,3,0,30,30,30,30,30,0,30,30,10,72,45,25,70,70,70,1,1,1,1,65,75,75,52
164,https://github.com/wighawag/hardhat-deploy,https://github.com/safe-global/safe-smart-account,0.3437863545,0.6562136455,5446,8510,298,973,1207,1924,171,15,15,48,1207,1924,1784,2714,0,0,0,16,30,30,30,30,0,0,30,10,72,75,25,30,70,75,1,1,1,1,65,75,75,80
165,https://github.com/wighawag/hardhat-deploy,https://github.com/crate-crypto/go-ipa,0.75230615655,0.24769384345,5446,360,298,14,1207,33,171,10,15,3,1207,33,1784,1211,0,58,0,0,30,30,30,3,0,15,30,10,72,35,25,5,70,60,1,1,1,1,65,40,75,78
166,https://github.com/wighawag/hardhat-deploy,https://github.com/libp2p/go-libp2p,0.2499998203,0.7500001797,5446,59206,298,1107,1207,6214,171,274,15,180,1207,6214,1784,3416,0,0,0,30,30,30,30,30,0,0,30,10,72,75,25,40,70,60,1,1,1,30,65,75,75,54
168,https://github.com/wighawag/hardhat-deploy,https://github.com/alloy-rs/core,0.5617978073,0.4382021927,5446,3545,298,170,1207,821,171,34,15,22,1207,821,1784,691,0,1,0,30,30,30,30,30,0,0,30,10,72,75,25,35,70,65,1,1,1,1,65,70,75,52
170,https://github.com/ethers-io/ethers.js,https://github.com/ethereum/solidity,0.71156446696,0.28843553304,157522,78615,1926,5960,8094,23829,570,551,103,733,8094,23829,3127,3460,0,0,30,30,30,30,1,30,30,0,75,85,75,85,60,75,85,85,75,75,75,75,75,75,59,53
172,https://github.com/ethers-io/ethers.js,https://github.com/ethereum/go-ethereum,0.69652336388,0.30347663612,157522,216618,1926,20515,8094,48264,570,283,103,2208,8094,48264,3127,4059,0,0,30,30,30,30,1,30,30,30,75,100,75,85,60,77,85,95,75,100,75,100,75,90,59,49
173,https://github.com/ethers-io/ethers.js,https://github.com/chainsafe/lodestar,0.82102307463,0.17897692537,157522,399293,1926,323,8094,1237,570,259,103,33,8094,1237,3127,2420,0,0,30,30,30,30,1,30,30,30,75,30,75,75,60,60,85,70,75,1,75,1,75,70,59,53
181,https://github.com/ethers-io/ethers.js,https://github.com/clap-rs/clap,0.27272945017,0.72727054983,157522,19961,1926,1074,8094,14689,570,344,103,68,8094,14689,3127,3633,0,0,30,30,30,30,1,30,30,30,75,10,75,75,60,35,85,60,75,1,75,1,75,75,59,50
182,https://github.com/ethers-io/ethers.js,https://github.com/babel/babel,0.00596088863,0.99403911137,157522,122509,1926,5663,8094,43393,570,790,103,804,8094,43393,3127,3783,0,0,30,30,30,30,1,30,30,30,75,77,75,75,60,75,85,30,75,50,75,1,75,85,59,73
183,https://github.com/ethers-io/ethers.js,https://github.com/ajv-validator/ajv,0.06731850466,0.93268149534,157522,37489,1926,887,8094,14030,570,285,103,112,8094,14030,3127,3550,0,0,30,30,30,30,1,30,30,30,75,10,75,70,60,55,85,75,75,1,75,1,75,75,59,50
186,https://github.com/ethers-io/ethers.js,https://github.com/boa-dev/boa,0.29350332737,0.70649667263,157522,54842,1926,414,8094,5402,570,126,103,47,8094,5402,3127,2373,0,0,30,25,30,30,1,30,30,30,75,10,75,65,60,45,85,55,75,1,75,1,75,70,59,50
187,https://github.com/ethers-io/ethers.js,https://github.com/debug-js/debug,0.27534431747,0.72465568253,157522,417,1926,944,8094,11206,570,80,103,139,8094,11206,3127,4818,0,4,30,30,30,30,1,30,30,0,75,30,75,80,60,15,85,30,75,1,75,1,75,65,59,80
190,https://github.com/ethers-io/ethers.js,https://github.com/crate-crypto/go-ipa,0.90119142775,0.09880857225,157522,360,1926,14,8094,33,570,10,103,3,8094,33,3127,1211,0,58,30,0,30,30,1,3,30,15,75,10,75,35,60,5,85,60,75,1,75,1,75,40,59,78
191,https://github.com/ethers-io/ethers.js,https://github.com/alloy-rs/core,0.7936509868,0.2063490132,157522,3545,1926,170,8094,821,570,34,103,22,8094,821,3127,691,0,1,30,30,30,30,1,30,30,0,75,10,75,75,60,35,85,65,75,1,75,1,75,70,59,52
192,https://github.com/ethereum/solidity,https://github.com/ethereum/remix-project,0.54372991906,0.45627008094,78615,251423,5960,1082,23829,2574,551,826,733,68,23829,2574,3460,1784,0,0,30,30,30,30,30,30,0,30,85,10,85,65,75,45,85,75,75,1,75,25,75,75,53,53
194,https://github.com/ethereum/solidity,https://github.com/consensys/teku,0.4302191993,0.5697808007,78615,542992,5960,306,23829,692,551,149,733,33,23829,692,3460,2344,0,0,30,30,30,30,30,30,0,30,85,10,85,65,75,70,85,85,75,1,75,1,75,70,53,50
198,https://github.com/ethereum/solidity,https://github.com/alloy-rs/core,0.8449306459,0.1550693541,78615,3545,5960,170,23829,821,551,34,733,22,23829,821,3460,691,0,1,30,30,30,30,30,30,0,0,85,10,85,75,75,35,85,65,75,1,75,1,75,70,53,52
199,https://github.com/ethereum/solidity,https://github.com/bluealloy/revm,0.64414490125,0.35585509875,78615,35704,5960,616,23829,1748,551,69,733,29,23829,1748,3460,1226,0,0,30,30,30,30,30,30,0,30,85,10,85,35,75,1,85,60,75,1,75,1,75,30,53,75
201,https://github.com/ethereum/solidity,https://github.com/ethereum/solc-js,0.7449240806,0.2550759194,78615,734,5960,481,23829,1471,551,73,733,45,23829,1471,3460,3229,0,1,30,0,30,30,30,30,0,0,85,30,85,75,75,60,85,85,75,1,75,25,75,70,53,50
202,https://github.com/ethereum/remix-project,https://github.com/ethereum/go-ethereum,0.446022952,0.553977048,251423,216618,1082,20515,2574,48264,826,283,68,2208,2574,48264,1784,4059,0,0,30,30,30,30,30,30,30,30,10,100,65,85,45,77,75,95,1,100,25,100,75,90,53,49
203,https://github.com/ethereum/remix-project,https://github.com/consensys/teku,0.3924082984,0.6075917016,251423,542992,1082,306,2574,692,826,149,68,33,2574,692,1784,2344,0,0,30,30,30,30,30,30,30,30,10,10,65,65,45,70,75,85,1,1,25,1,75,70,53,50
205,https://github.com/ethereum/remix-project,https://github.com/eth-infinitism/account-abstraction,0.6060313476,0.3939686524,251423,3264,1082,681,2574,1601,826,5,68,40,2574,1601,1784,1108,0,1,30,4,30,30,30,24,30,0,10,10,65,65,45,35,75,60,1,1,25,1,75,75,53,55
206,https://github.com/ethereum/remix-project,https://github.com/crate-crypto/go-ipa,0.8796806534,0.1203193466,251423,360,1082,14,2574,33,826,10,68,3,2574,33,1784,1211,0,58,30,0,30,30,30,3,30,15,10,10,65,35,45,5,75,60,1,1,25,1,75,40,53,78
207,https://github.com/ethereum/remix-project,https://github.com/alloy-rs/core,0.7621954747,0.2378045253,251423,3545,1082,170,2574,821,826,34,68,22,2574,821,1784,691,0,1,30,30,30,30,30,30,30,0,10,10,65,75,45,35,75,65,1,1,25,1,75,70,53,52
208,https://github.com/ethereum/remix-project,https://github.com/bluealloy/revm,0.5555556265,0.4444443735,251423,35704,1082,616,2574,1748,826,69,68,29,2574,1748,1784,1226,0,0,30,30,30,30,30,30,30,30,10,10,65,35,45,1,75,60,1,1,25,1,75,30,53,75
210,https://github.com/ethereum/go-ethereum,https://github.com/chainsafe/lodestar,0.60990454623,0.39009545377,216618,399293,20515,323,48264,1237,283,259,2208,33,48264,1237,4059,2420,0,0,30,30,30,30,30,30,30,30,100,30,85,75,77,60,95,70,100,1,100,1,90,70,49,53
213,https://github.com/ethereum/go-ethereum,https://github.com/crate-crypto/go-ipa,0.9295851433,0.0704148567,216618,360,20515,14,48264,33,283,10,2208,3,48264,33,4059,1211,0,58,30,0,30,30,30,3,30,15,100,10,85,35,77,5,95,60,100,1,100,1,90,40,49,78
214,https://github.com/ethereum/go-ethereum,https://github.com/alloy-rs/core,0.8650520632,0.1349479368,216618,3545,20515,170,48264,821,283,34,2208,22,48264,821,4059,691,0,1,30,30,30,30,30,30,30,0,100,10,85,75,77,35,95,65,100,1,100,1,90,70,49,52
216,https://github.com/consensys/teku,https://github.com/chainsafe/lodestar,0.34263547081,0.65736452919,542992,399293,306,323,692,1237,149,259,33,33,692,1237,2344,2420,0,0,30,30,30,30,30,30,30,30,10,30,65,75,70,60,85,70,1,1,1,1,70,70,50,53
217,https://github.com/consensys/teku,https://github.com/bluealloy/revm,0.35403204963,0.64596795037,542992,35704,306,616,692,1748,149,69,33,29,692,1748,2344,1226,0,0,30,30,30,30,30,30,30,30,10,10,65,35,70,1,85,60,1,1,1,1,70,30,50,75
218,https://github.com/wevm/viem,https://github.com/nomicfoundation/hardhat,0.54507799118,0.45492200882,366908,193759,966,1479,2727,7481,9,534,29,76,2727,7481,930,2489,0,0,30,30,30,30,30,30,30,30,10,55,70,75,15,75,65,85,1,25,1,25,70,75,70,74
223,https://github.com/wevm/viem,https://github.com/ethers-io/ethers.js,0.33279540163,0.66720459837,366908,157522,966,1926,2727,8094,9,570,29,103,2727,8094,930,3127,0,0,30,30,30,30,30,1,30,30,10,75,70,75,15,60,65,85,1,75,1,75,70,75,70,59
224,https://github.com/wevm/viem,https://github.com/sigp/lighthouse,0.46236897654,0.53763102346,366908,132460,966,800,2727,3056,9,455,29,69,2727,3056,930,2407,0,0,30,30,30,30,30,30,30,30,10,10,70,75,15,65,65,85,1,1,1,35,70,80,70,50
225,https://github.com/wevm/viem,https://github.com/ethereum/go-ethereum,0.57511063005,0.42488936995,366908,216618,966,20515,2727,48264,9,283,29,2208,2727,48264,930,4059,0,0,30,30,30,30,30,30,30,30,10,100,70,85,15,77,65,95,1,100,1,100,70,90,70,49
226,https://github.com/wevm/viem,https://github.com/chainsafe/lodestar,0.67358756369,0.32641243631,366908,399293,966,323,2727,1237,9,259,29,33,2727,1237,930,2420,0,0,30,30,30,30,30,30,30,30,10,30,70,75,15,60,65,70,1,1,1,1,70,70,70,53
229,https://github.com/wevm/viem,https://github.com/openzeppelin/openzeppelin-contracts,0.67661340324,0.32338659676,366908,47771,966,11924,2727,25299,9,277,29,640,2727,25299,930,3110,0,0,30,30,30,30,30,30,30,30,10,70,70,85,15,75,65,85,1,45,1,75,70,75,70,65
231,https://github.com/wevm/viem,https://github.com/ethereum/solidity,0.60814465527,0.39185534473,366908,78615,966,5960,2727,23829,9,551,29,733,2727,23829,930,3460,0,0,30,30,30,30,30,30,30,0,10,85,70,85,15,75,65,85,1,75,1,75,70,75,70,53
233,https://github.com/wevm/viem,https://github.com/ethereum/remix-project,0.6615670996,0.3384329004,366908,251423,966,1082,2727,2574,9,826,29,68,2727,2574,930,1784,0,0,30,30,30,30,30,30,30,30,10,10,70,65,15,45,65,75,1,1,1,25,70,75,70,53
235,https://github.com/wevm/viem,https://github.com/supranational/blst,0.7743176703,0.2256823297,366908,2052,966,180,2727,486,9,35,29,18,2727,486,930,1689,0,7,30,15,30,30,30,22,30,0,10,10,70,70,15,35,65,75,1,1,1,1,70,75,70,52
236,https://github.com/wevm/viem,https://github.com/status-im/nimbus-eth2,0.5753128448,0.4246871552,366908,63267,966,261,2727,561,9,204,29,36,2727,561,930,2392,0,3,30,30,30,30,30,30,30,30,10,10,70,45,15,70,65,70,1,1,1,1,70,75,70,52
237,https://github.com/wevm/viem,https://github.com/eth-infinitism/account-abstraction,0.5814180728,0.4185819272,366908,3264,966,681,2727,1601,9,5,29,40,2727,1601,930,1108,0,1,30,4,30,30,30,24,30,0,10,10,70,65,15,35,65,60,1,1,1,1,70,75,70,55
238,https://github.com/wevm/viem,https://github.com/safe-global/safe-smart-account,0.5667989306,0.4332010694,366908,8510,966,973,2727,1924,9,15,29,48,2727,1924,930,2714,0,0,30,16,30,30,30,30,30,0,10,10,70,75,15,30,65,75,1,1,1,1,70,75,70,80
242,https://github.com/wevm/viem,https://github.com/alloy-rs/core,0.7194247952,0.2805752048,366908,3545,966,170,2727,821,9,34,29,22,2727,821,930,691,0,1,30,30,30,30,30,30,30,0,10,10,70,75,15,35,65,65,1,1,1,1,70,70,70,52
243,https://github.com/chainsafe/lodestar,https://github.com/bluealloy/revm,0.73599242927,0.26400757073,399293,35704,323,616,1237,1748,259,69,33,29,1237,1748,2420,1226,0,0,30,30,30,30,30,30,30,30,30,10,75,35,60,1,70,60,1,1,1,1,70,30,53,75
244,https://github.com/chainsafe/lodestar,https://github.com/alloy-rs/core,0.7621954747,0.2378045253,399293,3545,323,170,1237,821,259,34,33,22,1237,821,2420,691,0,1,30,30,30,30,30,30,30,0,30,10,75,75,60,35,70,65,1,1,1,1,70,70,53,52
245,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/consensys/teku,0.84499659305,0.15500340695,47771,542992,11924,306,25299,692,277,149,640,33,25299,692,3110,2344,0,0,30,30,30,30,30,30,30,30,70,10,85,65,75,70,85,85,45,1,75,1,75,70,65,50
246,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/ethereum/go-ethereum,0.38658155987,0.61341844013,47771,216618,11924,20515,25299,48264,277,283,640,2208,25299,48264,3110,4059,0,0,30,30,30,30,30,30,30,30,70,100,85,85,75,77,85,95,45,100,75,100,75,90,65,49
249,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/chainsafe/lodestar,0.42950014653,0.57049985347,47771,399293,11924,323,25299,1237,277,259,640,33,25299,1237,3110,2420,0,0,30,30,30,30,30,30,30,30,70,30,85,75,75,60,85,70,45,1,75,1,75,70,65,53
250,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/ethers-io/ethers.js,0.2225923887,0.7774076113,47771,157522,11924,1926,25299,8094,277,570,640,103,25299,8094,3110,3127,0,0,30,30,30,30,30,1,30,30,70,75,85,75,75,60,85,85,45,75,75,75,75,75,65,59
251,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/ethereum/solidity,0.5366222584,0.4633777416,47771,78615,11924,5960,25299,23829,277,551,640,733,25299,23829,3110,3460,0,0,30,30,30,30,30,30,30,0,70,85,85,85,75,75,85,85,45,75,75,75,75,75,65,53
253,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/ipfs/js-ipfs,0.73987288845,0.26012711155,47771,55948,11924,1251,25299,7439,277,0,640,224,25299,7439,3110,3905,0,3,30,30,30,30,30,30,30,30,70,10,85,65,75,70,85,75,45,1,75,20,75,75,65,50
254,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/eth-infinitism/account-abstraction,0.62385094665,0.37614905335,47771,3264,11924,681,25299,1601,277,5,640,40,25299,1601,3110,1108,0,1,30,4,30,30,30,24,30,0,70,10,85,65,75,35,85,60,45,1,75,1,75,75,65,55
256,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/libp2p/go-libp2p,0.4545456446,0.5454543554,47771,59206,11924,1107,25299,6214,277,274,640,180,25299,6214,3110,3416,0,0,30,30,30,30,30,30,30,0,70,10,85,75,75,40,85,60,45,1,75,30,75,75,65,54
259,https://github.com/protofire/solhint,https://github.com/nomicfoundation/hardhat,0.48706015923,0.51293984077,3297,193759,172,1479,1055,7481,26,534,21,76,1055,7481,2670,2489,11,0,30,30,30,30,30,30,30,30,10,55,65,75,5,75,72,85,1,25,1,25,65,75,75,74
261,https://github.com/protofire/solhint,https://github.com/eth-infinitism/account-abstraction,0.17328588981,0.82671411019,3297,3264,172,681,1055,1601,26,5,21,40,1055,1601,2670,1108,11,1,30,4,30,30,30,24,30,0,10,10,65,65,5,35,72,60,1,1,1,1,65,75,75,55
262,https://github.com/protofire/solhint,https://github.com/consensys/teku,0.2270690564,0.7729309436,3297,542992,172,306,1055,692,26,149,21,33,1055,692,2670,2344,11,0,30,30,30,30,30,30,30,30,10,10,65,65,5,70,72,85,1,1,1,1,65,70,75,50
263,https://github.com/protofire/solhint,https://github.com/ethereum/solidity,0.07026215228,0.92973784772,3297,78615,172,5960,1055,23829,26,551,21,733,1055,23829,2670,3460,11,0,30,30,30,30,30,30,30,0,10,85,65,85,5,75,72,85,1,75,1,75,65,75,75,53
265,https://github.com/protofire/solhint,https://github.com/crate-crypto/go-ipa,0.47021267125,0.52978732875,3297,360,172,14,1055,33,26,10,21,3,1055,33,2670,1211,11,58,30,0,30,30,30,3,30,15,10,10,65,35,5,5,72,60,1,1,1,1,65,40,75,78
266,https://github.com/protofire/solhint,https://github.com/ethereum/remix-project,0.10280715921,0.89719284079,3297,251423,172,1082,1055,2574,26,826,21,68,1055,2574,2670,1784,11,0,30,30,30,30,30,30,30,30,10,10,65,65,5,45,72,75,1,1,1,25,65,75,75,53
268,https://github.com/protofire/solhint,https://github.com/chainsafe/lodestar,0.14895309321,0.85104690679,3297,399293,172,323,1055,1237,26,259,21,33,1055,1237,2670,2420,11,0,30,30,30,30,30,30,30,30,10,30,65,75,5,60,72,70,1,1,1,1,65,70,75,53
269,https://github.com/protofire/solhint,https://github.com/libp2p/go-libp2p,0.06250044922,0.93749955078,3297,59206,172,1107,1055,6214,26,274,21,180,1055,6214,2670,3416,11,0,30,30,30,30,30,30,30,0,10,10,65,75,5,40,72,60,1,1,1,30,65,75,75,54
270,https://github.com/protofire/solhint,https://github.com/paradigmxyz/reth,0.1176478547,0.8823521453,3297,89125,172,1384,1055,4295,26,286,21,59,1055,4295,2670,874,11,0,30,30,30,30,30,30,30,30,10,10,65,65,5,65,72,60,1,1,1,1,65,65,75,53
272,https://github.com/protofire/solhint,https://github.com/bluealloy/revm,0.09090968491,0.90909031509,3297,35704,172,616,1055,1748,26,69,21,29,1055,1748,2670,1226,11,0,30,30,30,30,30,30,30,30,10,10,65,35,5,1,72,60,1,1,1,1,65,30,75,75
