id,project_a,project_b,weight_a,weight_b,project_a_age_days,project_a_days_since_update,project_a_forks,project_a_stars,project_a_open_issues,project_a_size,project_a_subscribers_count,project_a_forks_ratio,project_a_stars_ratio,project_a_size_ratio,project_b_age_days,project_b_days_since_update,project_b_forks,project_b_stars,project_b_open_issues,project_b_size,project_b_subscribers_count,project_b_forks_ratio,project_b_stars_ratio,project_b_size_ratio
139,https://github.com/vyperlang/vyper,https://github.com/quic-go/quic-go,0.6871299033,0.3128700967,3006,0,823,4966,497,12410,158,0.1657269432138542,0.4001611603545528,0.06631748589846898,3224,1,1345,10371,193,17101,218,0.1296885546234693,0.6064557628208876,0.07865037132331443
141,https://github.com/vyperlang/vyper,https://github.com/grandinetech/grandine,0.489767206,0.510232794,3006,0,823,4966,497,12410,158,0.1657269432138542,0.4001611603545528,0.06631748589846898,1315,0,35,186,41,5499,6,0.1881720430107527,0.03382433169667212,0.006364793598836152
143,https://github.com/wighawag/hardhat-deploy,https://github.com/vyperlang/vyper,0.39418553024,0.60581446976,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,3006,0,823,4966,497,12410,158,0.1657269432138542,0.4001611603545528,0.06631748589846898
144,https://github.com/wighawag/hardhat-deploy,https://github.com/prysmaticlabs/prysm,0.12664522415,0.87335477585,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,2579,0,1062,3509,309,166453,127,0.30265032772869765,0.02108102587517197,0.0063801793899779516
146,https://github.com/wighawag/hardhat-deploy,https://github.com/sigp/lighthouse,0.15094902701,0.84905097299,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,2404,1,797,3054,464,132643,69,0.26096922069417156,0.02302420783607126,0.006008609576080155
147,https://github.com/wighawag/hardhat-deploy,https://github.com/ethers-io/ethers.js,0.11700473312,0.88299526688,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,3124,0,1925,8087,569,157522,103,0.2380363546432546,0.05133886060359823,0.01222051522961872
148,https://github.com/wighawag/hardhat-deploy,https://github.com/nomicfoundation/hardhat,0.22218121407,0.77781878593,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,2486,0,1476,7477,533,194084,76,0.19740537648789622,0.03852455637765091,0.007604954555759362
149,https://github.com/wighawag/hardhat-deploy,https://github.com/consensys/teku,0.79611850156,0.20388149844,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,2341,0,307,692,156,541074,33,0.4436416184971098,0.001278937816269124,0.0005673900427667934
151,https://github.com/wighawag/hardhat-deploy,https://github.com/ethereum/solidity,0.40620769382,0.59379230618,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,3458,0,5947,23809,552,78321,732,0.24977949514889328,0.30399254350685,0.07593110404616897
152,https://github.com/wighawag/hardhat-deploy,https://github.com/ethereum/remix-project,0.44716418645,0.55283581355,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,1781,0,1076,2569,817,252626,68,0.4188400155702608,0.010169182902789103,0.004259260725341018
154,https://github.com/wighawag/hardhat-deploy,https://github.com/chainsafe/lodestar,0.33179281897,0.66820718103,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,2417,0,320,1229,258,398587,33,0.26037428803905616,0.0030833920825315427,0.000802836018234413
155,https://github.com/wighawag/hardhat-deploy,https://github.com/wevm/viem,0.14712989147,0.85287010853,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,927,0,962,2716,7,367217,29,0.3541973490427099,0.007396171745861439,0.0026197044254487128
156,https://github.com/wighawag/hardhat-deploy,https://github.com/bluealloy/revm,0.72764967307,0.27235032693,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,1223,0,616,1744,68,35637,29,0.3532110091743119,0.04893790161910374,0.017285405617756825
157,https://github.com/wighawag/hardhat-deploy,https://github.com/openzeppelin/openzeppelin-contracts,0.18186821513,0.81813178487,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,3107,0,11914,25283,284,47704,640,0.471225724795317,0.529997484487674,0.24974844876739896
159,https://github.com/wighawag/hardhat-deploy,https://github.com/web3/web3.js,0.23265343415,0.76734656585,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,3778,0,5027,19563,151,138282,461,0.25696467821908703,0.1414717750683386,0.0363532491575187
160,https://github.com/wighawag/hardhat-deploy,https://github.com/ipfs/js-ipfs,0.460175076,0.539824924,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,3902,0,1252,7439,0,55948,224,0.16830219115472508,0.1329627511260456,0.02237792235647387
161,https://github.com/wighawag/hardhat-deploy,https://github.com/supranational/blst,0.60637749435,0.39362250565,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,1686,5,180,486,35,2052,18,0.37037037037037035,0.23684210526315788,0.08771929824561403
162,https://github.com/wighawag/hardhat-deploy,https://github.com/status-im/nimbus-eth2,0.3802428089,0.6197571911,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,2389,0,259,561,204,64119,36,0.46167557932263814,0.008749356664951106,0.004039364306991687
164,https://github.com/wighawag/hardhat-deploy,https://github.com/safe-global/safe-smart-account,0.3437863545,0.6562136455,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,2711,0,971,1923,15,8510,48,0.5049401976079043,0.22596944770857813,0.11410105757931845
165,https://github.com/wighawag/hardhat-deploy,https://github.com/crate-crypto/go-ipa,0.75230615655,0.24769384345,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,1208,55,14,33,10,360,3,0.42424242424242425,0.09166666666666666,0.03888888888888889
166,https://github.com/wighawag/hardhat-deploy,https://github.com/libp2p/go-libp2p,0.2499998203,0.7500001797,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,3413,0,1105,6208,274,59167,180,0.17799613402061856,0.10492335254449271,0.018675951121402135
168,https://github.com/wighawag/hardhat-deploy,https://github.com/alloy-rs/core,0.5617978073,0.4382021927,1781,18,298,1206,171,5446,15,0.2470978441127695,0.22144693352919573,0.05471905986044803,688,0,170,820,35,3487,22,0.2073170731707317,0.23515916260395756,0.04875250932033266
170,https://github.com/ethers-io/ethers.js,https://github.com/ethereum/solidity,0.71156446696,0.28843553304,3124,0,1925,8087,569,157522,103,0.2380363546432546,0.05133886060359823,0.01222051522961872,3458,0,5947,23809,552,78321,732,0.24977949514889328,0.30399254350685,0.07593110404616897
172,https://github.com/ethers-io/ethers.js,https://github.com/ethereum/go-ethereum,0.69652336388,0.30347663612,3124,0,1925,8087,569,157522,103,0.2380363546432546,0.05133886060359823,0.01222051522961872,4056,0,20497,48249,298,205691,2210,0.4248170946548115,0.23457030205502427,0.09964947421131698
173,https://github.com/ethers-io/ethers.js,https://github.com/chainsafe/lodestar,0.82102307463,0.17897692537,3124,0,1925,8087,569,157522,103,0.2380363546432546,0.05133886060359823,0.01222051522961872,2417,0,320,1229,258,398587,33,0.26037428803905616,0.0030833920825315427,0.000802836018234413
181,https://github.com/ethers-io/ethers.js,https://github.com/clap-rs/clap,0.27272945017,0.72727054983,3124,0,1925,8087,569,157522,103,0.2380363546432546,0.05133886060359823,0.01222051522961872,3630,0,1072,14677,344,19912,68,0.07303944947877632,0.737093210124548,0.05383688228204098
182,https://github.com/ethers-io/ethers.js,https://github.com/babel/babel,0.00596088863,0.99403911137,3124,0,1925,8087,569,157522,103,0.2380363546432546,0.05133886060359823,0.01222051522961872,3780,0,5661,43385,785,122509,804,0.1304828857900196,0.3541372470593997,0.04620884996204361
183,https://github.com/ethers-io/ethers.js,https://github.com/ajv-validator/ajv,0.06731850466,0.93268149534,3124,0,1925,8087,569,157522,103,0.2380363546432546,0.05133886060359823,0.01222051522961872,3547,0,887,14027,284,37489,112,0.06323518927782135,0.37416308783909946,0.023660273680279547
186,https://github.com/ethers-io/ethers.js,https://github.com/boa-dev/boa,0.29350332737,0.70649667263,3124,0,1925,8087,569,157522,103,0.2380363546432546,0.05133886060359823,0.01222051522961872,2370,0,413,5399,132,54641,47,0.07649564734210039,0.09880858695851101,0.0075584268223495175
187,https://github.com/ethers-io/ethers.js,https://github.com/debug-js/debug,0.27534431747,0.72465568253,3124,0,1925,8087,569,157522,103,0.2380363546432546,0.05133886060359823,0.01222051522961872,4815,1,943,11206,80,417,139,0.08415134749241478,26.872901678657076,2.261390887290168
190,https://github.com/ethers-io/ethers.js,https://github.com/crate-crypto/go-ipa,0.90119142775,0.09880857225,3124,0,1925,8087,569,157522,103,0.2380363546432546,0.05133886060359823,0.01222051522961872,1208,55,14,33,10,360,3,0.42424242424242425,0.09166666666666666,0.03888888888888889
191,https://github.com/ethers-io/ethers.js,https://github.com/alloy-rs/core,0.7936509868,0.2063490132,3124,0,1925,8087,569,157522,103,0.2380363546432546,0.05133886060359823,0.01222051522961872,688,0,170,820,35,3487,22,0.2073170731707317,0.23515916260395756,0.04875250932033266
192,https://github.com/ethereum/solidity,https://github.com/ethereum/remix-project,0.54372991906,0.45627008094,3458,0,5947,23809,552,78321,732,0.24977949514889328,0.30399254350685,0.07593110404616897,1781,0,1076,2569,817,252626,68,0.4188400155702608,0.010169182902789103,0.004259260725341018
194,https://github.com/ethereum/solidity,https://github.com/consensys/teku,0.4302191993,0.5697808007,3458,0,5947,23809,552,78321,732,0.24977949514889328,0.30399254350685,0.07593110404616897,2341,0,307,692,156,541074,33,0.4436416184971098,0.001278937816269124,0.0005673900427667934
198,https://github.com/ethereum/solidity,https://github.com/alloy-rs/core,0.8449306459,0.1550693541,3458,0,5947,23809,552,78321,732,0.24977949514889328,0.30399254350685,0.07593110404616897,688,0,170,820,35,3487,22,0.2073170731707317,0.23515916260395756,0.04875250932033266
199,https://github.com/ethereum/solidity,https://github.com/bluealloy/revm,0.64414490125,0.35585509875,3458,0,5947,23809,552,78321,732,0.24977949514889328,0.30399254350685,0.07593110404616897,1223,0,616,1744,68,35637,29,0.3532110091743119,0.04893790161910374,0.017285405617756825
201,https://github.com/ethereum/solidity,https://github.com/ethereum/solc-js,0.7449240806,0.2550759194,3458,0,5947,23809,552,78321,732,0.24977949514889328,0.30399254350685,0.07593110404616897,3226,5,481,1470,74,734,45,0.3272108843537415,2.002724795640327,0.6553133514986376
202,https://github.com/ethereum/remix-project,https://github.com/ethereum/go-ethereum,0.446022952,0.553977048,1781,0,1076,2569,817,252626,68,0.4188400155702608,0.010169182902789103,0.004259260725341018,4056,0,20497,48249,298,205691,2210,0.4248170946548115,0.23457030205502427,0.09964947421131698
203,https://github.com/ethereum/remix-project,https://github.com/consensys/teku,0.3924082984,0.6075917016,1781,0,1076,2569,817,252626,68,0.4188400155702608,0.010169182902789103,0.004259260725341018,2341,0,307,692,156,541074,33,0.4436416184971098,0.001278937816269124,0.0005673900427667934
205,https://github.com/ethereum/remix-project,https://github.com/eth-infinitism/account-abstraction,0.6060313476,0.3939686524,1781,0,1076,2569,817,252626,68,0.4188400155702608,0.010169182902789103,0.004259260725341018,1105,4,682,1600,6,3248,40,0.42625,0.49261083743842365,0.20997536945812809
206,https://github.com/ethereum/remix-project,https://github.com/crate-crypto/go-ipa,0.8796806534,0.1203193466,1781,0,1076,2569,817,252626,68,0.4188400155702608,0.010169182902789103,0.004259260725341018,1208,55,14,33,10,360,3,0.42424242424242425,0.09166666666666666,0.03888888888888889
207,https://github.com/ethereum/remix-project,https://github.com/alloy-rs/core,0.7621954747,0.2378045253,1781,0,1076,2569,817,252626,68,0.4188400155702608,0.010169182902789103,0.004259260725341018,688,0,170,820,35,3487,22,0.2073170731707317,0.23515916260395756,0.04875250932033266
208,https://github.com/ethereum/remix-project,https://github.com/bluealloy/revm,0.5555556265,0.4444443735,1781,0,1076,2569,817,252626,68,0.4188400155702608,0.010169182902789103,0.004259260725341018,1223,0,616,1744,68,35637,29,0.3532110091743119,0.04893790161910374,0.017285405617756825
210,https://github.com/ethereum/go-ethereum,https://github.com/chainsafe/lodestar,0.60990454623,0.39009545377,4056,0,20497,48249,298,205691,2210,0.4248170946548115,0.23457030205502427,0.09964947421131698,2417,0,320,1229,258,398587,33,0.26037428803905616,0.0030833920825315427,0.000802836018234413
213,https://github.com/ethereum/go-ethereum,https://github.com/crate-crypto/go-ipa,0.9295851433,0.0704148567,4056,0,20497,48249,298,205691,2210,0.4248170946548115,0.23457030205502427,0.09964947421131698,1208,55,14,33,10,360,3,0.42424242424242425,0.09166666666666666,0.03888888888888889
214,https://github.com/ethereum/go-ethereum,https://github.com/alloy-rs/core,0.8650520632,0.1349479368,4056,0,20497,48249,298,205691,2210,0.4248170946548115,0.23457030205502427,0.09964947421131698,688,0,170,820,35,3487,22,0.2073170731707317,0.23515916260395756,0.04875250932033266
216,https://github.com/consensys/teku,https://github.com/chainsafe/lodestar,0.34263547081,0.65736452919,2341,0,307,692,156,541074,33,0.4436416184971098,0.001278937816269124,0.0005673900427667934,2417,0,320,1229,258,398587,33,0.26037428803905616,0.0030833920825315427,0.000802836018234413
217,https://github.com/consensys/teku,https://github.com/bluealloy/revm,0.35403204963,0.64596795037,2341,0,307,692,156,541074,33,0.4436416184971098,0.001278937816269124,0.0005673900427667934,1223,0,616,1744,68,35637,29,0.3532110091743119,0.04893790161910374,0.017285405617756825
218,https://github.com/wevm/viem,https://github.com/nomicfoundation/hardhat,0.54507799118,0.45492200882,927,0,962,2716,7,367217,29,0.3541973490427099,0.007396171745861439,0.0026197044254487128,2486,0,1476,7477,533,194084,76,0.19740537648789622,0.03852455637765091,0.007604954555759362
223,https://github.com/wevm/viem,https://github.com/ethers-io/ethers.js,0.33279540163,0.66720459837,927,0,962,2716,7,367217,29,0.3541973490427099,0.007396171745861439,0.0026197044254487128,3124,0,1925,8087,569,157522,103,0.2380363546432546,0.05133886060359823,0.01222051522961872
224,https://github.com/wevm/viem,https://github.com/sigp/lighthouse,0.46236897654,0.53763102346,927,0,962,2716,7,367217,29,0.3541973490427099,0.007396171745861439,0.0026197044254487128,2404,1,797,3054,464,132643,69,0.26096922069417156,0.02302420783607126,0.006008609576080155
225,https://github.com/wevm/viem,https://github.com/ethereum/go-ethereum,0.57511063005,0.42488936995,927,0,962,2716,7,367217,29,0.3541973490427099,0.007396171745861439,0.0026197044254487128,4056,0,20497,48249,298,205691,2210,0.4248170946548115,0.23457030205502427,0.09964947421131698
226,https://github.com/wevm/viem,https://github.com/chainsafe/lodestar,0.67358756369,0.32641243631,927,0,962,2716,7,367217,29,0.3541973490427099,0.007396171745861439,0.0026197044254487128,2417,0,320,1229,258,398587,33,0.26037428803905616,0.0030833920825315427,0.000802836018234413
229,https://github.com/wevm/viem,https://github.com/openzeppelin/openzeppelin-contracts,0.67661340324,0.32338659676,927,0,962,2716,7,367217,29,0.3541973490427099,0.007396171745861439,0.0026197044254487128,3107,0,11914,25283,284,47704,640,0.471225724795317,0.529997484487674,0.24974844876739896
231,https://github.com/wevm/viem,https://github.com/ethereum/solidity,0.60814465527,0.39185534473,927,0,962,2716,7,367217,29,0.3541973490427099,0.007396171745861439,0.0026197044254487128,3458,0,5947,23809,552,78321,732,0.24977949514889328,0.30399254350685,0.07593110404616897
233,https://github.com/wevm/viem,https://github.com/ethereum/remix-project,0.6615670996,0.3384329004,927,0,962,2716,7,367217,29,0.3541973490427099,0.007396171745861439,0.0026197044254487128,1781,0,1076,2569,817,252626,68,0.4188400155702608,0.010169182902789103,0.004259260725341018
235,https://github.com/wevm/viem,https://github.com/supranational/blst,0.7743176703,0.2256823297,927,0,962,2716,7,367217,29,0.3541973490427099,0.007396171745861439,0.0026197044254487128,1686,5,180,486,35,2052,18,0.37037037037037035,0.23684210526315788,0.08771929824561403
